x,y,z
33,34,30
33,35,30
33,35,31
33,36,30
33,36,31
33,37,30
33,37,31
33,38,30
33,38,31
33,39,29
33,39,30
33,39,31
33,40,16
33,40,29
33,40,30
33,40,31
33,40,32
33,40,45
33,40,46
33,41,16
33,41,30
33,41,31
33,41,45
33,41,46
33,42,15
33,42,16
33,42,31
33,42,43
33,42,44
33,43,15
33,43,16
33,43,31
33,43,41
33,43,42
33,44,31
33,44,37
33,44,38
33,44,39
33,44,40
33,44,41
33,45,31
33,45,36
33,45,37
33,45,38
33,45,39
33,46,30
33,46,35
33,46,36
33,46,37
33,46,38
33,47,30
33,47,34
33,47,35
33,47,36
33,48,28
33,48,29
33,49,26
33,49,27
33,50,25
33,50,26
34,7,26
34,7,27
34,8,27
34,15,6
34,16,6
34,17,5
34,17,6
34,17,7
34,28,3
34,28,4
34,28,5
34,29,4
34,29,5
34,29,6
34,29,27
34,30,4
34,30,5
34,30,6
34,30,27
34,30,28
34,31,4
34,31,5
34,31,6
34,31,7
34,31,28
34,31,29
34,32,3
34,32,4
34,32,5
34,32,6
34,32,7
34,32,29
34,32,30
34,33,3
34,33,4
34,33,5
34,33,6
34,33,7
34,33,30
34,34,30
34,35,30
34,35,31
34,36,30
34,36,31
34,37,30
34,37,31
34,37,32
34,38,29
34,38,30
34,38,31
34,38,32
34,39,29
34,39,30
34,39,31
34,39,32
34,40,29
34,40,30
34,40,31
34,40,32
34,40,43
34,40,44
34,40,45
34,40,46
34,40,47
34,41,31
34,41,32
34,41,42
34,41,43
34,41,44
34,41,45
34,41,46
34,41,47
34,41,48
34,42,31
34,42,32
34,42,41
34,42,42
34,42,43
34,42,44
34,42,45
34,42,46
34,42,47
34,42,48
34,43,31
34,43,32
34,43,38
34,43,39
34,43,40
34,43,41
34,43,42
34,43,43
34,43,44
34,43,46
34,43,47
34,44,31
34,44,32
34,44,37
34,44,38
34,44,39
34,44,40
34,44,41
34,45,31
34,45,35
34,45,36
34,45,37
34,45,38
34,45,39
34,45,40
34,46,30
34,46,34
34,46,35
34,46,36
34,46,37
34,46,38
34,46,39
34,47,30
34,47,33
34,47,34
34,47,35
34,47,36
34,47,37
34,48,29
34,48,34
34,48,35
34,48,36
34,49,28
34,50,25
34,50,26
34,50,27
35,15,6
35,16,5
35,16,6
35,16,7
35,17,5
35,17,6
35,17,7
35,18,5
35,18,6
35,18,7
35,18,8
35,19,46
35,20,46
35,21,47
35,28,4
35,28,5
35,29,4
35,29,5
35,29,6
35,29,27
35,29,28
35,30,4
35,30,5
35,30,6
35,30,28
35,31,4
35,31,5
35,31,6
35,31,7
35,31,29
35,32,4
35,32,5
35,32,6
35,32,7
35,32,29
35,32,30
35,33,4
35,33,5
35,33,6
35,33,7
35,33,30
35,33,31
35,34,30
35,34,31
35,35,30
35,35,31
35,35,32
35,36,30
35,36,31
35,36,32
35,37,29
35,37,30
35,37,31
35,37,32
35,38,29
35,38,30
35,38,31
35,38,32
35,39,30
35,39,31
35,39,32
35,40,31
35,40,32
35,40,43
35,41,31
35,41,32
35,41,41
35,41,42
35,41,43
35,41,44
35,41,45
35,41,46
35,41,47
35,41,48
35,42,31
35,42,32
35,42,41
35,42,42
35,42,43
35,42,44
35,42,45
35,42,46
35,42,47
35,42,48
35,43,31
35,43,32
35,43,40
35,43,41
35,43,43
35,43,46
35,43,47
35,43,48
35,44,31
35,44,32
35,44,40
35,45,30
35,45,31
35,45,39
35,46,30
35,46,31
35,47,29
35,47,30
35,48,29
35,48,30
35,49,28
35,50,26
35,50,27
36,14,24
36,15,6
36,15,24
36,15,25
36,16,5
36,16,6
36,16,7
36,17,5
36,17,6
36,17,7
36,17,8
36,18,5
36,18,6
36,18,7
36,18,8
36,19,4
36,19,5
36,19,6
36,19,7
36,19,8
36,19,46
36,20,7
36,20,46
36,21,46
36,21,47
36,22,48
36,23,39
36,23,40
36,24,39
36,24,40
36,25,40
36,26,39
36,28,26
36,29,4
36,29,5
36,29,27
36,29,28
36,30,4
36,30,5
36,30,6
36,30,28
36,31,4
36,31,5
36,31,6
36,31,7
36,31,29
36,32,4
36,32,5
36,32,6
36,32,7
36,32,29
36,32,30
36,33,5
36,33,7
36,33,29
36,33,30
36,33,31
36,34,8
36,34,30
36,34,31
36,34,32
36,34,38
36,35,8
36,35,9
36,35,30
36,35,31
36,35,32
36,36,8
36,36,9
36,36,30
36,36,31
36,36,32
36,37,30
36,37,31
36,37,32
36,38,30
36,38,31
36,38,32
36,39,31
36,39,32
36,40,31
36,40,32
36,41,31
36,41,32
36,42,31
36,42,32
36,42,40
36,43,31
36,43,32
36,44,30
36,44,31
36,45,30
36,46,30
36,47,29
36,47,30
36,48,28
36,48,29
36,49,27
36,49,28
36,50,26
37,14,23
37,14,24
37,15,5
37,15,6
37,15,23
37,15,24
37,15,25
37,16,5
37,16,6
37,16,7
37,16,23
37,16,24
37,16,25
37,16,26
37,17,5
37,17,6
37,17,7
37,17,8
37,17,24
37,17,25
37,17,26
37,18,5
37,18,6
37,18,7
37,18,8
37,18,15
37,19,4
37,19,5
37,19,6
37,19,7
37,19,8
37,19,14
37,19,15
37,19,46
37,20,5
37,20,6
37,20,7
37,20,8
37,20,13
37,20,14
37,20,15
37,20,45
37,20,46
37,21,7
37,21,46
37,21,47
37,22,37
37,22,38
37,23,37
37,23,38
37,23,39
37,23,40
37,24,38
37,24,39
37,24,40
37,25,39
37,25,40
37,26,40
37,28,26
37,29,27
37,30,28
37,31,5
37,31,6
37,31,29
37,32,5
37,32,6
37,32,29
37,33,8
37,33,29
37,33,30
37,34,8
37,34,9
37,35,8
37,35,9
37,36,8
37,36,9
37,37,8
37,40,39
37,54,32
37,55,31
37,55,32
37,56,30
37,56,31
37,57,28
38,15,5
38,15,6
38,15,7
38,15,23
38,16,5
38,16,6
38,16,7
38,16,23
38,16,24
38,17,5
38,17,6
38,17,7
38,17,15
38,17,23
38,17,24
38,17,25
38,17,26
38,18,5
38,18,6
38,18,7
38,18,8
38,18,14
38,18,15
38,18,24
38,18,25
38,18,26
38,18,27
38,19,4
38,19,5
38,19,6
38,19,7
38,19,8
38,19,13
38,19,14
38,19,15
38,19,45
38,20,4
38,20,5
38,20,6
38,20,7
38,20,8
38,20,12
38,20,13
38,20,14
38,20,15
38,20,46
38,21,5
38,21,6
38,21,7
38,21,8
38,21,12
38,21,13
38,21,14
38,21,15
38,22,12
38,22,13
38,22,14
38,23,36
38,23,37
38,23,38
38,24,27
38,24,28
38,24,37
38,24,38
38,24,39
38,25,37
38,25,38
38,25,39
38,25,40
38,26,26
38,26,37
38,26,38
38,26,39
38,26,40
38,27,26
38,27,39
38,28,26
38,29,26
38,29,27
38,30,26
38,30,27
38,30,28
38,31,5
38,31,28
38,32,5
38,32,6
38,34,7
38,34,8
38,35,8
38,36,8
38,50,26
38,53,32
38,54,31
38,54,32
38,55,30
38,55,31
38,55,32
38,56,29
38,56,30
38,56,31
39,15,6
39,16,5
39,16,6
39,16,7
39,16,23
39,17,5
39,17,6
39,17,7
39,17,15
39,17,22
39,17,23
39,18,5
39,18,6
39,18,7
39,18,14
39,18,15
39,18,16
39,18,22
39,18,23
39,19,5
39,19,6
39,19,7
39,19,8
39,19,13
39,19,14
39,19,15
39,19,16
39,19,23
39,19,24
39,19,25
39,19,26
39,20,4
39,20,5
39,20,6
39,20,7
39,20,8
39,20,12
39,20,13
39,20,14
39,20,15
39,20,24
39,20,25
39,20,26
39,21,4
39,21,5
39,21,6
39,21,7
39,21,8
39,21,12
39,21,13
39,21,14
39,21,15
39,21,25
39,21,26
39,21,27
39,22,6
39,22,7
39,22,8
39,22,9
39,22,10
39,22,11
39,22,12
39,22,13
39,22,14
39,22,15
39,22,25
39,22,26
39,22,27
39,23,7
39,23,8
39,23,9
39,23,10
39,23,11
39,23,12
39,23,13
39,23,14
39,23,25
39,23,26
39,23,27
39,24,8
39,24,9
39,24,10
39,24,11
39,24,25
39,24,26
39,25,25
39,25,36
39,26,24
39,26,36
39,26,37
39,26,38
39,27,24
39,27,25
39,27,36
39,27,37
39,27,38
39,28,24
39,28,25
39,28,26
39,28,37
39,29,25
39,29,26
39,30,25
39,30,26
39,31,30
39,35,8
39,40,38
39,41,38
39,42,38
39,46,27
39,46,28
39,47,26
39,47,27
39,47,28
39,48,26
39,48,27
39,48,28
39,49,25
39,49,26
39,49,27
39,49,28
39,50,25
39,50,26
39,50,27
39,50,28
39,51,26
39,51,27
39,51,33
39,52,25
39,52,26
39,52,33
39,53,31
39,53,32
39,53,33
39,54,30
39,54,31
39,54,32
39,54,33
39,55,29
39,55,30
39,55,31
39,55,32
39,55,33
39,56,28
39,56,29
39,56,30
39,56,31
39,56,32
39,56,33
39,57,22
39,57,29
39,57,30
39,57,31
39,57,32
40,15,6
40,17,14
40,17,15
40,17,22
40,17,23
40,18,5
40,18,13
40,18,14
40,18,15
40,18,16
40,18,22
40,18,23
40,19,5
40,19,6
40,19,13
40,19,14
40,19,15
40,19,16
40,19,22
40,19,23
40,20,4
40,20,5
40,20,6
40,20,7
40,20,13
40,20,14
40,20,15
40,20,22
40,20,23
40,21,4
40,21,5
40,21,6
40,21,7
40,21,8
40,21,12
40,21,13
40,21,14
40,21,15
40,21,23
40,21,24
40,21,25
40,21,26
40,22,4
40,22,5
40,22,6
40,22,7
40,22,8
40,22,9
40,22,10
40,22,11
40,22,12
40,22,13
40,22,14
40,22,15
40,22,23
40,22,24
40,22,25
40,22,26
40,23,4
40,23,5
40,23,6
40,23,7
40,23,8
40,23,9
40,23,10
40,23,11
40,23,12
40,23,13
40,23,14
40,23,23
40,23,24
40,23,25
40,23,26
40,24,6
40,24,7
40,24,8
40,24,9
40,24,10
40,24,11
40,24,12
40,24,13
40,24,23
40,24,24
40,24,25
40,25,8
40,25,9
40,25,11
40,25,23
40,25,24
40,26,23
40,26,24
40,26,35
40,27,23
40,27,24
40,27,36
40,27,37
40,28,23
40,28,24
40,28,25
40,28,36
40,29,23
40,29,24
40,29,25
40,30,23
40,30,24
40,30,25
40,31,24
40,39,38
40,40,38
40,41,38
40,43,29
40,44,28
40,44,29
40,45,27
40,45,28
40,45,29
40,46,25
40,46,26
40,46,27
40,46,28
40,46,29
40,47,25
40,47,26
40,47,27
40,47,28
40,48,25
40,48,26
40,48,27
40,48,28
40,49,25
40,49,26
40,49,27
40,49,28
40,50,25
40,50,26
40,50,27
40,50,28
40,50,33
40,51,25
40,51,26
40,51,27
40,51,28
40,51,33
40,52,25
40,52,26
40,52,27
40,52,32
40,52,33
40,53,25
40,53,30
40,53,31
40,53,32
40,53,33
40,53,34
40,54,29
40,54,30
40,54,31
40,54,32
40,54,33
40,54,34
40,55,28
40,55,29
40,55,30
40,55,31
40,55,32
40,55,33
40,55,34
40,55,35
40,56,27
40,56,28
40,56,29
40,56,30
40,56,31
40,56,32
40,56,33
40,56,34
40,56,35
40,57,28
40,57,29
40,57,30
40,57,31
40,57,32
40,57,33
40,57,34
40,57,35
40,57,36
40,58,29
40,58,30
40,58,31
40,58,32
40,58,33
40,58,34
40,58,35
40,58,36
40,59,30
40,59,31
40,59,32
40,59,33
40,59,34
40,59,35
40,59,36
40,60,31
40,60,32
40,60,33
40,60,34
40,60,35
40,61,32
40,61,33
40,61,34
41,16,14
41,17,13
41,17,14
41,17,15
41,18,13
41,18,14
41,18,15
41,18,23
41,18,24
41,19,13
41,19,14
41,19,15
41,19,23
41,20,5
41,20,6
41,20,13
41,20,14
41,20,15
41,20,23
41,21,4
41,21,5
41,21,6
41,21,7
41,21,12
41,21,13
41,21,14
41,21,15
41,22,4
41,22,5
41,22,6
41,22,7
41,22,8
41,22,11
41,22,12
41,22,13
41,22,14
41,22,22
41,23,4
41,23,5
41,23,6
41,23,7
41,23,8
41,23,9
41,23,10
41,23,11
41,23,12
41,23,13
41,23,14
41,23,22
41,24,4
41,24,5
41,24,6
41,24,7
41,24,8
41,24,9
41,24,10
41,24,11
41,24,12
41,24,13
41,24,14
41,24,22
41,25,5
41,25,6
41,25,7
41,25,11
41,25,12
41,25,13
41,25,22
41,25,23
41,26,22
41,26,23
41,27,22
41,27,23
41,27,35
41,27,36
41,28,22
41,28,23
41,28,35
41,29,22
41,29,23
41,29,24
41,29,30
41,30,22
41,30,23
41,30,24
41,30,31
41,31,22
41,31,23
41,31,32
41,32,22
41,32,32
41,33,32
41,34,32
41,38,31
41,38,37
41,39,37
41,39,38
41,40,30
41,40,37
41,40,38
41,41,30
41,41,35
41,42,28
41,42,29
41,42,30
41,43,26
41,43,27
41,43,28
41,43,29
41,43,30
41,43,32
41,44,25
41,44,26
41,44,27
41,44,28
41,44,29
41,44,30
41,45,25
41,45,26
41,45,27
41,45,28
41,45,29
41,46,24
41,46,25
41,46,26
41,46,27
41,46,28
41,46,29
41,47,24
41,47,25
41,47,26
41,47,27
41,47,28
41,47,29
41,48,24
41,48,25
41,48,26
41,48,27
41,48,28
41,48,29
41,49,24
41,49,25
41,49,26
41,49,27
41,49,28
41,49,29
41,50,24
41,50,25
41,50,26
41,50,27
41,50,28
41,50,29
41,51,25
41,51,26
41,51,27
41,51,28
41,51,32
41,51,33
41,52,25
41,52,26
41,52,27
41,52,28
41,52,31
41,52,32
41,52,33
41,53,25
41,53,26
41,53,27
41,53,28
41,53,29
41,53,30
41,53,31
41,53,32
41,53,33
41,53,34
41,54,25
41,54,26
41,54,27
41,54,28
41,54,29
41,54,30
41,54,31
41,54,32
41,54,33
41,54,34
41,54,35
41,55,25
41,55,27
41,55,28
41,55,29
41,55,30
41,55,31
41,55,32
41,55,33
41,55,34
41,55,35
41,55,36
41,56,28
41,56,29
41,56,30
41,56,31
41,56,32
41,56,33
41,56,34
41,56,35
41,56,36
41,56,37
41,57,28
41,57,29
41,57,30
41,57,31
41,57,32
41,57,33
41,57,34
41,57,35
41,57,36
41,57,37
41,58,29
41,58,30
41,58,31
41,58,32
41,58,33
41,58,34
41,58,35
41,58,36
41,59,29
41,59,30
41,59,31
41,59,32
41,59,33
41,59,34
41,59,35
41,60,30
41,60,31
41,60,32
41,60,33
41,60,34
41,61,30
41,61,31
41,61,32
41,62,31
42,15,14
42,16,13
42,16,14
42,16,15
42,17,13
42,17,14
42,17,15
42,18,13
42,18,14
42,18,15
42,19,13
42,19,14
42,19,15
42,20,13
42,20,14
42,20,15
42,21,5
42,21,6
42,21,12
42,21,13
42,21,14
42,21,15
42,22,5
42,22,6
42,22,7
42,22,11
42,22,12
42,22,13
42,22,14
42,22,23
42,23,5
42,23,6
42,23,7
42,23,8
42,23,11
42,23,12
42,23,13
42,23,14
42,23,22
42,24,5
42,24,6
42,24,7
42,24,11
42,24,12
42,24,13
42,24,22
42,25,5
42,25,6
42,25,7
42,25,11
42,25,12
42,25,13
42,25,21
42,25,22
42,26,5
42,26,21
42,26,22
42,27,21
42,27,22
42,27,35
42,27,36
42,28,21
42,28,22
42,28,35
42,28,36
42,29,21
42,29,22
42,29,31
42,30,21
42,30,22
42,30,32
42,31,21
42,31,22
42,31,32
42,32,21
42,32,22
42,32,32
42,33,20
42,33,21
42,33,32
42,34,20
42,34,21
42,34,32
42,35,32
42,36,32
42,39,37
42,40,36
42,40,37
42,41,30
42,42,25
42,42,26
42,42,27
42,42,28
42,42,29
42,42,30
42,43,24
42,43,25
42,43,26
42,43,27
42,43,28
42,43,29
42,43,30
42,43,31
42,44,16
42,44,23
42,44,24
42,44,25
42,44,26
42,44,27
42,44,28
42,44,29
42,44,30
42,45,16
42,45,17
42,45,23
42,45,24
42,45,25
42,45,26
42,45,27
42,45,28
42,45,29
42,45,30
42,46,23
42,46,24
42,46,25
42,46,26
42,46,27
42,46,28
42,46,29
42,46,30
42,47,23
42,47,24
42,47,25
42,47,26
42,47,27
42,47,28
42,47,29
42,48,23
42,48,24
42,48,25
42,48,26
42,48,27
42,48,28
42,48,29
42,49,23
42,49,24
42,49,25
42,49,26
42,49,27
42,49,28
42,50,24
42,50,25
42,50,26
42,50,27
42,50,28
42,51,25
42,51,26
42,51,27
42,52,25
42,52,26
42,52,27
42,52,32
42,52,33
42,52,34
42,53,25
42,53,26
42,53,31
42,53,32
42,53,33
42,53,34
42,53,35
42,54,30
42,54,31
42,54,32
42,54,33
42,54,34
42,54,35
42,54,36
42,54,37
42,55,29
42,55,30
42,55,31
42,55,32
42,55,33
42,55,34
42,55,35
42,55,36
42,55,37
42,55,38
42,56,29
42,56,30
42,56,31
42,56,32
42,56,33
42,56,34
42,56,35
42,56,36
42,56,37
42,56,38
42,57,28
42,57,29
42,57,30
42,57,31
42,57,32
42,57,33
42,57,34
42,57,35
42,57,36
42,58,28
42,58,29
42,58,30
42,58,31
42,58,32
42,58,33
42,58,34
42,58,35
42,58,36
42,59,29
42,59,30
42,59,31
42,59,32
42,59,33
42,59,34
42,60,29
42,60,30
42,60,31
42,60,32
42,60,33
42,61,29
42,61,30
42,61,31
42,62,29
42,62,30
43,15,14
43,15,15
43,16,13
43,16,14
43,16,15
43,17,13
43,17,14
43,17,15
43,18,13
43,18,14
43,18,15
43,19,13
43,19,14
43,19,15
43,20,12
43,20,13
43,20,14
43,21,12
43,21,13
43,21,14
43,22,5
43,22,11
43,22,12
43,22,13
43,22,14
43,23,5
43,23,6
43,23,11
43,23,12
43,23,13
43,23,14
43,24,5
43,24,6
43,24,11
43,24,12
43,24,13
43,24,22
43,25,5
43,25,6
43,25,11
43,25,12
43,25,22
43,26,5
43,26,21
43,27,31
43,27,32
43,27,35
43,27,36
43,27,37
43,28,20
43,28,32
43,28,35
43,28,36
43,29,20
43,29,32
43,30,20
43,31,20
43,32,19
43,32,20
43,33,19
43,33,20
43,33,21
43,33,22
43,34,19
43,34,20
43,34,21
43,35,18
43,35,19
43,35,20
43,35,21
43,36,18
43,36,19
43,36,20
43,36,23
43,37,17
43,37,18
43,37,19
43,37,20
43,37,21
43,37,22
43,37,23
43,37,32
43,38,16
43,38,17
43,38,18
43,38,19
43,38,20
43,38,21
43,38,22
43,39,16
43,39,17
43,39,18
43,39,19
43,39,20
43,39,21
43,39,31
43,40,15
43,40,16
43,40,17
43,40,18
43,40,19
43,40,20
43,41,17
43,41,18
43,41,19
43,41,20
43,41,30
43,41,31
43,41,32
43,41,33
43,42,17
43,42,18
43,42,19
43,42,20
43,42,24
43,42,25
43,42,26
43,42,27
43,42,28
43,42,29
43,42,30
43,42,31
43,43,17
43,43,18
43,43,19
43,43,22
43,43,23
43,43,24
43,43,25
43,43,26
43,43,27
43,43,28
43,43,29
43,43,30
43,44,16
43,44,17
43,44,18
43,44,22
43,44,23
43,44,24
43,44,25
43,44,26
43,44,27
43,44,28
43,44,29
43,44,30
43,45,16
43,45,17
43,45,18
43,45,22
43,45,23
43,45,24
43,45,25
43,45,26
43,45,27
43,45,28
43,45,29
43,45,30
43,46,16
43,46,17
43,46,22
43,46,23
43,46,24
43,46,25
43,46,26
43,46,27
43,46,28
43,46,29
43,47,22
43,47,23
43,47,24
43,47,25
43,47,26
43,47,27
43,47,28
43,47,29
43,48,23
43,48,24
43,48,25
43,48,26
43,48,27
43,48,28
43,49,25
43,49,26
43,49,27
43,52,33
43,52,34
43,53,32
43,53,33
43,53,34
43,53,35
43,53,36
43,54,31
43,54,32
43,54,33
43,54,34
43,54,35
43,54,36
43,54,37
43,54,38
43,55,30
43,55,31
43,55,32
43,55,33
43,55,34
43,55,35
43,55,36
43,55,37
43,56,30
43,56,31
43,56,32
43,56,33
43,56,34
43,56,35
43,56,36
43,57,28
43,57,29
43,57,30
43,57,31
43,57,32
43,57,33
43,57,34
43,57,35
43,58,28
43,58,29
43,58,30
43,58,31
43,58,32
43,58,33
43,58,34
43,59,28
43,59,29
43,59,30
43,59,31
43,59,32
43,60,28
43,60,29
43,60,30
43,60,31
43,60,32
43,61,28
43,61,29
43,62,28
44,15,14
44,15,15
44,16,13
44,16,14
44,16,15
44,17,13
44,17,14
44,17,15
44,18,13
44,18,14
44,18,15
44,19,13
44,19,14
44,20,12
44,20,13
44,20,14
44,21,12
44,21,13
44,21,14
44,22,11
44,22,12
44,22,13
44,22,14
44,23,11
44,23,12
44,23,13
44,24,11
44,24,12
44,24,13
44,24,23
44,25,11
44,25,12
44,25,22
44,26,21
44,27,33
44,27,34
44,27,35
44,27,36
44,27,37
44,28,20
44,28,33
44,28,35
44,28,36
44,28,37
44,29,20
44,29,33
44,29,35
44,30,19
44,30,20
44,30,33
44,31,19
44,31,20
44,32,19
44,32,20
44,33,19
44,33,21
44,34,18
44,34,19
44,34,21
44,35,18
44,35,19
44,35,20
44,35,21
44,36,18
44,36,19
44,36,20
44,36,21
44,36,22
44,36,23
44,37,17
44,37,18
44,37,19
44,37,20
44,37,21
44,37,22
44,37,23
44,38,16
44,38,17
44,38,18
44,38,19
44,38,20
44,38,21
44,38,22
44,38,23
44,39,16
44,39,17
44,39,18
44,39,19
44,39,20
44,39,21
44,39,22
44,39,23
44,39,31
44,40,16
44,40,17
44,40,18
44,40,19
44,40,20
44,40,21
44,40,22
44,41,17
44,41,18
44,41,19
44,41,20
44,41,21
44,41,22
44,41,30
44,41,31
44,41,32
44,41,33
44,41,34
44,42,17
44,42,18
44,42,19
44,42,20
44,42,21
44,42,22
44,42,23
44,42,24
44,42,25
44,42,29
44,42,30
44,42,31
44,42,32
44,43,17
44,43,18
44,43,19
44,43,20
44,43,21
44,43,22
44,43,23
44,43,24
44,43,25
44,43,26
44,43,27
44,43,28
44,43,29
44,43,30
44,43,31
44,44,16
44,44,17
44,44,18
44,44,19
44,44,20
44,44,21
44,44,22
44,44,23
44,44,24
44,44,25
44,44,26
44,44,27
44,44,28
44,44,29
44,44,30
44,45,16
44,45,17
44,45,18
44,45,19
44,45,20
44,45,21
44,45,22
44,45,23
44,45,24
44,45,25
44,45,26
44,45,27
44,45,28
44,45,29
44,46,18
44,46,21
44,46,22
44,46,23
44,46,24
44,46,25
44,46,26
44,46,27
44,46,28
44,46,29
44,47,22
44,47,23
44,47,24
44,47,25
44,47,26
44,47,27
44,47,28
44,48,26
44,48,27
44,52,33
44,52,34
44,53,33
44,53,34
44,53,35
44,53,36
44,54,32
44,54,33
44,54,34
44,54,35
44,54,36
44,54,37
44,55,31
44,55,32
44,55,33
44,55,34
44,55,35
44,55,36
44,56,30
44,56,31
44,56,32
44,56,33
44,56,34
44,56,35
44,56,36
44,57,28
44,57,29
44,57,30
44,57,31
44,57,32
44,57,33
44,57,34
44,58,27
44,58,28
44,58,29
44,58,30
44,58,31
44,58,32
44,58,33
44,58,34
44,59,28
44,59,29
44,59,30
44,59,31
44,59,32
44,60,28
44,60,29
44,60,30
44,61,28
45,16,14
45,17,13
45,17,14
45,17,15
45,18,13
45,18,14
45,18,15
45,19,13
45,19,14
45,19,15
45,20,12
45,20,13
45,20,14
45,21,12
45,21,13
45,21,14
45,22,11
45,22,12
45,22,13
45,23,11
45,23,12
45,23,13
45,24,11
45,24,12
45,28,34
45,28,35
45,28,36
45,29,34
45,29,35
45,29,36
45,37,21
45,37,22
45,38,20
45,38,21
45,38,22
45,39,19
45,39,20
45,39,21
45,39,22
45,40,18
45,40,19
45,40,20
45,40,21
45,40,22
45,40,30
45,40,31
45,41,17
45,41,18
45,41,19
45,41,20
45,41,21
45,41,22
45,41,29
45,41,30
45,41,31
45,41,32
45,41,33
45,41,34
45,42,17
45,42,18
45,42,19
45,42,20
45,42,21
45,42,22
45,42,23
45,42,24
45,42,28
45,42,29
45,42,30
45,42,31
45,42,32
45,42,33
45,43,17
45,43,18
45,43,19
45,43,20
45,43,21
45,43,22
45,43,23
45,43,24
45,43,25
45,43,26
45,43,27
45,43,28
45,43,29
45,43,30
45,43,31
45,43,32
45,44,17
45,44,18
45,44,19
45,44,20
45,44,21
45,44,22
45,44,23
45,44,24
45,44,25
45,44,26
45,44,27
45,44,28
45,44,29
45,44,30
45,44,31
45,45,18
45,45,19
45,45,20
45,45,21
45,45,22
45,45,23
45,45,24
45,45,25
45,45,26
45,45,27
45,45,28
45,45,29
45,45,30
45,46,19
45,46,20
45,46,21
45,46,22
45,46,23
45,46,24
45,46,25
45,46,26
45,46,27
45,46,28
45,47,21
45,47,22
45,47,23
45,47,24
45,47,25
45,47,26
45,53,33
45,53,34
45,53,35
45,54,33
45,54,34
45,54,35
45,54,36
45,55,31
45,55,32
45,55,33
45,55,34
45,56,30
45,56,31
45,56,32
45,56,33
45,56,34
45,57,27
45,57,28
45,57,29
45,57,30
45,57,31
45,57,32
45,58,27
45,58,28
45,58,29
45,58,30
45,58,31
45,59,27
45,59,28
45,60,27
46,17,14
46,17,15
46,18,14
46,18,15
46,19,13
46,19,14
46,19,15
46,20,12
46,20,13
46,20,14
46,21,12
46,21,13
46,22,11
46,22,12
46,22,13
46,23,11
46,23,12
46,28,34
46,28,35
46,28,36
46,29,34
46,29,35
46,29,36
46,30,34
46,30,35
46,40,20
46,40,21
46,40,22
46,41,19
46,41,20
46,41,21
46,41,22
46,41,29
46,41,30
46,41,31
46,42,18
46,42,19
46,42,20
46,42,21
46,42,22
46,42,27
46,42,28
46,42,29
46,42,30
46,42,31
46,42,32
46,42,33
46,43,18
46,43,19
46,43,20
46,43,21
46,43,22
46,43,23
46,43,24
46,43,25
46,43,26
46,43,27
46,43,28
46,43,29
46,43,30
46,43,31
46,43,32
46,43,33
46,44,18
46,44,19
46,44,20
46,44,21
46,44,22
46,44,23
46,44,24
46,44,25
46,44,26
46,44,27
46,44,28
46,44,29
46,44,30
46,44,31
46,44,32
46,45,19
46,45,20
46,45,21
46,45,22
46,45,23
46,45,24
46,45,25
46,45,26
46,45,27
46,45,28
46,45,29
46,45,30
46,45,31
46,46,19
46,46,20
46,46,21
46,46,22
46,46,23
46,46,24
46,46,25
46,46,26
46,46,27
46,46,28
46,46,29
46,47,20
46,47,21
46,47,22
46,53,34
46,53,35
46,54,33
46,54,34
46,54,35
46,55,32
46,55,33
46,55,34
46,56,30
46,56,31
46,56,32
46,57,26
46,57,27
46,57,28
46,57,29
46,57,30
46,58,26
46,58,27
46,58,28
46,58,29
46,59,26
47,19,14
47,19,15
47,20,13
47,20,14
47,20,15
47,21,12
47,21,13
47,22,11
47,22,12
47,22,13
47,23,12
47,25,41
47,25,42
47,26,40
47,26,41
47,26,42
47,27,39
47,27,40
47,27,41
47,27,42
47,28,33
47,28,34
47,28,35
47,28,36
47,28,37
47,28,38
47,28,39
47,28,40
47,28,41
47,29,33
47,29,34
47,29,35
47,29,36
47,29,37
47,30,33
47,30,34
47,30,35
47,30,36
47,31,34
47,42,26
47,42,27
47,42,28
47,42,29
47,42,30
47,42,31
47,43,21
47,43,22
47,43,23
47,43,24
47,43,25
47,43,26
47,43,27
47,43,28
47,43,29
47,43,30
47,43,31
47,43,32
47,43,33
47,44,21
47,44,22
47,44,23
47,44,24
47,44,25
47,44,26
47,44,27
47,44,28
47,44,29
47,44,30
47,44,31
47,44,32
47,45,20
47,45,21
47,45,22
47,45,23
47,45,24
47,45,25
47,45,26
47,45,27
47,45,28
47,45,29
47,45,30
47,45,31
47,45,32
47,46,20
47,46,21
47,46,22
47,46,23
47,46,24
47,46,25
47,46,26
47,46,27
47,46,28
47,47,20
47,47,21
47,47,22
47,47,23
47,56,25
47,56,26
48,20,13
48,20,14
48,20,15
48,21,12
48,21,13
48,22,11
48,22,12
48,25,40
48,25,41
48,26,39
48,26,40
48,26,41
48,27,33
48,27,34
48,27,35
48,27,36
48,27,37
48,27,38
48,27,39
48,27,40
48,27,41
48,27,42
48,28,33
48,28,34
48,28,35
48,28,36
48,28,37
48,28,38
48,28,39
48,28,40
48,28,41
48,28,42
48,29,32
48,29,33
48,29,34
48,29,35
48,29,36
48,29,37
48,29,38
48,29,39
48,29,40
48,29,41
48,29,42
48,30,32
48,30,33
48,30,34
48,30,35
48,30,36
48,30,37
48,31,33
